# AREE gene identifier crosswalk — Magallana gigas (Crassostrea gigas), Pacific oyster (NCBI taxid 29159)
# Built by src/mappings/build_crosswalk.py v1.0.0 on 2026-08-27
# Sources: NCBI Gene (gene_info) and UniProtKB. See the .provenance.json
# sidecar for source URLs, checksums, and coverage statistics.
# Current NCBI reference annotation at build time: GCF_963853765.1 (xbMagGiga1.1), annotation release GCF_963853765.1-RS_2024_06
# NOTE: orthogroup_id is intentionally empty — real orthogroups require an
# ortholog inference run and are not fabricated here.
ncbi_gene_id	ensembl_gene_id	uniprot_accession	uniprot_accessions_all	locus_id	gene_symbol	gene_synonyms	gene_description	gene_type	orthogroup_id
105339763				LOC105339763	LOC105339763		uncharacterized LOC105339763	ncRNA	
105339767				LOC105339767	LOC105339767		GTPase IMAP family member 9	protein-coding	
105339768	ENSBDJG00000023226			LOC105339768	LOC105339768		uncharacterized LOC105339768	protein-coding	
105339769				LOC105339769	LOC105339769		FMRF-amide neuropeptides	protein-coding	
105339770	ENSBDJG00000021750			LOC105339770	LOC105339770		lysine-specific histone demethylase 2	protein-coding	
105339771	ENSBDJG00000022494			LOC105339771	LOC105339771		uncharacterized LOC105339771	protein-coding	
105339772	ENSBDJG00000003722			LOC105339772	LOC105339772		protein-tyrosine sulfotransferase 2	protein-coding	
105339775	ENSBDJG00000018935			LOC105339775	LOC105339775		uncharacterized LOC105339775	protein-coding	
105339776				LOC105339776	LOC105339776		cell surface hyaluronidase	protein-coding	
105339777				LOC105339777	LOC105339777		inactive cell surface hyaluronidase CEMIP2	protein-coding	
105339778	ENSBDJG00000022085			LOC105339778	LOC105339778		transcription factor HIVEP3	protein-coding	
105339779				LOC105339779	LOC105339779		relaxin receptor 2	protein-coding	
105339780				LOC105339780	LOC105339780		sodium- and chloride-dependent glycine transporter 2	protein-coding	
105339781	ENSBDJG00000022360			LOC105339781	LOC105339781		lactadherin	protein-coding	
105339782	ENSBDJG00000021278			LOC105339782	LOC105339782		opioid growth factor receptor-like protein 1	protein-coding	
105339783	ENSBDJG00000022799			LOC105339783	LOC105339783		mitochondrial potassium channel ATP-binding subunit	protein-coding	
105339784	ENSBDJG00000022314	A0A8W8NR58	A0A8W8NR58	LOC105339784	LOC105339784		SAM pointed domain-containing Ets transcription factor	protein-coding	
105339786	ENSBDJG00000020617			LOC105339786	LOC105339786		SAM pointed domain-containing Ets transcription factor	protein-coding	
105339787	ENSBDJG00000023154			LOC105339787	LOC105339787		uncharacterized LOC105339787	protein-coding	
105339789	ENSBDJG00000022649			LOC105339789	LOC105339789		peroxisomal acyl-coenzyme A oxidase 1	protein-coding	
105339791				LOC105339791	LOC105339791		tripartite motif-containing protein 2	protein-coding	
105339793				LOC105339793	LOC105339793		clumping factor A	protein-coding	
105339794	ENSBDJG00000021903			LOC105339794	LOC105339794		cytochrome P450 2B4	protein-coding	
105339795	ENSBDJG00000022420			LOC105339795	LOC105339795		X-ray repair cross-complementing protein 5	protein-coding	
105339796	ENSBDJG00000020995	A0A8W8NHQ7	A0A8W8NHQ7	LOC105339796	LOC105339796		DNA damage-binding protein 1	protein-coding	
105339797				LOC105339797	LOC105339797		multiple epidermal growth factor-like domains protein 10	protein-coding	
105339798	ENSBDJG00000020456			LOC105339798	LOC105339798		phospholipid phosphatase 2	protein-coding	
105339799	ENSBDJG00000022925			LOC105339799	LOC105339799		proton-coupled zinc antiporter SLC30A2	protein-coding	
105339800	ENSBDJG00000021473			LOC105339800	LOC105339800		uncharacterized LOC105339800	ncRNA	
105339801	ENSBDJG00000019742			LOC105339801	LOC105339801		zinc transporter ZIP10	protein-coding	
105339803	ENSBDJG00000019625			LOC105339803	LOC105339803		transient receptor potential cation channel subfamily M member-like 2	protein-coding	
105339804	ENSBDJG00000007179			LOC105339804	LOC105339804		betaine--homocysteine S-methyltransferase 1	protein-coding	
105339805				LOC105339805	LOC105339805		uncharacterized LOC105339805	ncRNA	
105339807	ENSBDJG00000023388			LOC105339807	LOC105339807		serine/threonine-protein kinase OSR1	protein-coding	
105339808				LOC105339808	LOC105339808		muscarinic acetylcholine receptor gar-2	protein-coding	
105339810				LOC105339810	LOC105339810		uncharacterized LOC105339810	ncRNA	
105339813				LOC105339813	LOC105339813		zinc finger protein 665	protein-coding	
105339814	ENSBDJG00000012851			LOC105339814	LOC105339814		ecotropic viral integration site 5 ortholog	protein-coding	
105339815	ENSBDJG00000013070			LOC105339815	LOC105339815		putative peptidyl-prolyl cis-trans isomerase dodo	protein-coding	
105339817	ENSBDJG00000011422			LOC105339817	LOC105339817		nephrocystin-3	protein-coding	
105339818	ENSBDJG00000009528			LOC105339818	LOC105339818		thioredoxin domain-containing protein 3 homolog	protein-coding	
105339822				LOC105339822	LOC105339822		ATP synthase subunits region ORF 7-like	protein-coding	
105339823	ENSBDJG00000011376			LOC105339823	LOC105339823		tubulin delta chain	protein-coding	
105339824				LOC105339824	LOC105339824		adrenocorticotropic hormone receptor-like	protein-coding	
105339825				LOC105339825	LOC105339825		uncharacterized LOC105339825	ncRNA	
105339826	ENSBDJG00000010423			LOC105339826	LOC105339826		cytochrome c oxidase assembly factor 1 homolog	protein-coding	
105339827	ENSBDJG00000009137			LOC105339827	LOC105339827		dynein axonemal heavy chain 7	protein-coding	
105339828				LOC105339828	LOC105339828		uncharacterized LOC105339828	protein-coding	
105339830				LOC105339830	LOC105339830		uncharacterized LOC105339830	protein-coding	
105339831				LOC105339831	LOC105339831		uncharacterized LOC105339831	protein-coding	
105339834				LOC105339834	LOC105339834		thyrotropin-releasing hormone receptor	protein-coding	
105339835	ENSBDJG00000007553			LOC105339835	LOC105339835		RAF proto-oncogene serine/threonine-protein kinase	protein-coding	
105339836	ENSBDJG00000002485			LOC105339836	LOC105339836		zinc finger SWIM domain-containing protein 8	protein-coding	
105339838	ENSBDJG00000002183			LOC105339838	LOC105339838		N-sulphoglucosamine sulphohydrolase	protein-coding	
105339840	ENSBDJG00000004274			LOC105339840	LOC105339840		sodium-independent sulfate anion transporter	protein-coding	
105339841	ENSBDJG00000002974			LOC105339841	LOC105339841		leucine-rich repeat-containing protein 45	protein-coding	
105339842	ENSBDJG00000002954			LOC105339842	LOC105339842		leucine-rich repeat-containing protein 20	protein-coding	
105339843	ENSBDJG00000004112			LOC105339843	LOC105339843		uncharacterized LOC105339843	protein-coding	
105339844	ENSBDJG00000006015			LOC105339844	LOC105339844		very low-density lipoprotein receptor	protein-coding	
105339845	ENSBDJG00000000146	A0A8W8JJ85	A0A8W8JJ85	LOC105339845	LOC105339845		eukaryotic peptide chain release factor GTP-binding subunit ERF3A	protein-coding	
105339846	ENSBDJG00000001118			LOC105339846	LOC105339846		luc7-like protein 3	protein-coding	
105339849				LOC105339849	LOC105339849		WD repeat domain phosphoinositide-interacting protein 2	protein-coding	
105339850				LOC105339850	LOC105339850		uncharacterized LOC105339850	protein-coding	
105339854	ENSBDJG00000005662			LOC105339854	LOC105339854		solute carrier family 22 member 4	protein-coding	
105339855	ENSBDJG00000002210			LOC105339855	LOC105339855		acyl-coenzyme A synthetase ACSM3, mitochondrial	protein-coding	
105339857				LOC105339857	LOC105339857		uncharacterized LOC105339857	ncRNA	
105339863	ENSBDJG00000017363			LOC105339863	LOC105339863		plancitoxin-1	protein-coding	
105339864				LOC105339864	LOC105339864		WAG22 antigen	protein-coding	
105339865				LOC105339865	LOC105339865		uncharacterized LOC105339865	protein-coding	
105339866				LOC105339866	LOC105339866		uncharacterized LOC105339866	protein-coding	
105339868				LOC105339868	LOC105339868		kappaPI-actitoxin-Avd3e	protein-coding	
105339869				LOC105339869	LOC105339869		uncharacterized LOC105339869	ncRNA	
105339870	ENSBDJG00000020534			LOC105339870	LOC105339870		plancitoxin-1	protein-coding	
105339873				LOC105339873	LOC105339873		uncharacterized LOC105339873	ncRNA	
105339884				LOC105339884	LOC105339884		uncharacterized LOC105339884	protein-coding	
105339885	ENSBDJG00000013934			LOC105339885	LOC105339885		uncharacterized LOC105339885	protein-coding	
105339886	ENSBDJG00000015359			LOC105339886	LOC105339886		uncharacterized LOC105339886	protein-coding	
105339887	ENSBDJG00000006597			LOC105339887	LOC105339887		pseudouridylate synthase 7 homolog	protein-coding	
105339888				LOC105339888	LOC105339888	Tenascin	angiopoietin-2	protein-coding	
105339890				LOC105339890	LOC105339890		uncharacterized LOC105339890	protein-coding	
105339894		A0A8W8LY66	A0A8W8LY66	LOC105339894	LOC105339894		carbohydrate sulfotransferase 15	protein-coding	
105339901		A7L9T8	A7L9T8	LOC105339901	LOC105339901	catalase	catalase-like	protein-coding	
105339906				LOC105339906	LOC105339906		uncharacterized LOC105339906	protein-coding	
105339907	ENSBDJG00000020954			LOC105339907	LOC105339907		speckle targeted PIP5K1A-regulated poly(A) polymerase	protein-coding	
105339908	ENSBDJG00000021045			LOC105339908	LOC105339908		uncharacterized LOC105339908	protein-coding	
105339909				LOC105339909	LOC105339909		clarin-3	protein-coding	
105339910	ENSBDJG00000002856			LOC105339910	LOC105339910		coiled-coil domain-containing protein 130 homolog	protein-coding	
105339911	ENSBDJG00000000464			LOC105339911	LOC105339911		uncharacterized LOC105339911	protein-coding	
105339912	ENSBDJG00000003157			LOC105339912	LOC105339912		ATP-dependent DNA helicase DDX11	protein-coding	
105339913	ENSBDJG00000001909			LOC105339913	LOC105339913		failed axon connections homolog	protein-coding	
105339914	ENSBDJG00000003098			LOC105339914	LOC105339914		actin-binding LIM protein 1	protein-coding	
105339916	ENSBDJG00000002425			LOC105339916	LOC105339916		serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta	protein-coding	
105339917				LOC105339917	LOC105339917		uncharacterized LOC105339917	protein-coding	
105339921	ENSBDJG00000008978			LOC105339921	LOC105339921		medium-chain acyl-CoA ligase ACSF2, mitochondrial	protein-coding	
105339926				LOC105339926	LOC105339926		terminal uridylyltransferase 7	protein-coding	
105339927	ENSBDJG00000013233			LOC105339927	LOC105339927		WD repeat-containing protein 19	protein-coding	
105339929				LOC105339929	LOC105339929		uncharacterized LOC105339929	protein-coding	
105339932	ENSBDJG00000019071			LOC105339932	LOC105339932		hydroxysteroid 11-beta-dehydrogenase 1-like protein	protein-coding	
105339934				LOC105339934	LOC105339934		uncharacterized LOC105339934	protein-coding	
105339937	ENSBDJG00000003856	A0A8W8J3X8	A0A8W8J3X8	LOC105339937	LOC105339937		charged multivesicular body protein 3	protein-coding	
105339938	ENSBDJG00000002507	A0A8W8J1G2	A0A8W8J1G2	LOC105339938	LOC105339938		ankyrin repeat, PH and SEC7 domain containing protein secG	protein-coding	
105339939				LOC105339939	LOC105339939		uncharacterized LOC105339939	protein-coding	
105339941	ENSBDJG00000003455			LOC105339941	LOC105339941		probable JmjC domain-containing histone demethylation protein 2C	protein-coding	
105339946				LOC105339946	LOC105339946		SCO-spondin	protein-coding	
105339947	ENSBDJG00000017862			LOC105339947	LOC105339947	Talin-2	talin-1	protein-coding	
105339949	ENSBDJG00000002732			LOC105339949	LOC105339949		uncharacterized LOC105339949	protein-coding	
105339950	ENSBDJG00000000048			LOC105339950	LOC105339950		putative DENN domain-containing protein 10 B	protein-coding	
105339951	ENSBDJG00000000118			LOC105339951	LOC105339951		eukaryotic translation initiation factor 3 subunit A	protein-coding	
105339955	ENSBDJG00000017713			LOC105339955	LOC105339955		Golgi-associated PDZ and coiled-coil motif-containing protein	protein-coding	
105339956		A0A8W8JJU0	A0A8W8JJU0	LOC105339956	LOC105339956		pyrokinin-1 receptor	protein-coding	
105339957	ENSBDJG00000018518			LOC105339957	LOC105339957		organic cation transporter protein	protein-coding	
105339958	ENSBDJG00000017159			LOC105339958	LOC105339958		cation-independent mannose-6-phosphate receptor	protein-coding	
105339961	ENSBDJG00000007137			LOC105339961	LOC105339961		acyl-CoA:lysophosphatidylglycerol acyltransferase 1	protein-coding	
105339963	ENSBDJG00000007191			LOC105339963	LOC105339963		prickle-like protein 2	protein-coding	
105339964	ENSBDJG00000005082			LOC105339964	LOC105339964		uncharacterized LOC105339964	protein-coding	
105339965				LOC105339965	LOC105339965		leukotriene A-4 hydrolase	protein-coding	
105339966				LOC105339966	LOC105339966		uncharacterized LOC105339966	protein-coding	
105339967				LOC105339967	LOC105339967		tripartite motif-containing protein 3-like	protein-coding	
105339968	ENSBDJG00000014136			LOC105339968	LOC105339968		small ribosomal subunit protein mS22	protein-coding	
105339970	ENSBDJG00000019137			LOC105339970	LOC105339970		uncharacterized LOC105339970	protein-coding	
105339971	ENSBDJG00000022535			LOC105339971	LOC105339971		syndetin	protein-coding	
105339972	ENSBDJG00000022232			LOC105339972	LOC105339972		SPRY domain-containing protein 3	protein-coding	
105339973	ENSBDJG00000021341	G9M4L3	G9M4L3	LOC105339973	LOC105339973	DMT	natural resistance-associated macrophage protein 2-like	protein-coding	
105339974				LOC105339974	LOC105339974		arylsulfatase J	protein-coding	
105339975				LOC105339975	LOC105339975		uncharacterized LOC105339975	protein-coding	
105339976				LOC105339976	LOC105339976		uncharacterized LOC105339976	protein-coding	
105339977	ENSBDJG00000019434			LOC105339977	LOC105339977		uncharacterized LOC105339977	protein-coding	
105339978				LOC105339978	LOC105339978		uncharacterized LOC105339978	protein-coding	
105339979	ENSBDJG00000020835			LOC105339979	LOC105339979		26S proteasome non-ATPase regulatory subunit 2	protein-coding	
105339980	ENSBDJG00000010728			LOC105339980	LOC105339980		cilia- and flagella-associated protein 70	protein-coding	
105339982	ENSBDJG00000008805			LOC105339982	LOC105339982		uncharacterized LOC105339982	protein-coding	
105339984				LOC105339984	LOC105339984		uncharacterized LOC105339984	protein-coding	
105339989				LOC105339989	LOC105339989		E3 ubiquitin-protein ligase TRIM71	protein-coding	
105339993	ENSBDJG00000020688			LOC105339993	LOC105339993		chromodomain-helicase-DNA-binding protein 1-like	protein-coding	
105339994				LOC105339994	LOC105339994		kinesin-like protein KIF6	protein-coding	
105339995	ENSBDJG00000021956			LOC105339995	LOC105339995		uncharacterized LOC105339995	protein-coding	
105339997	ENSBDJG00000006972			LOC105339997	LOC105339997		serine/threonine-protein kinase PAK 1	protein-coding	
105339998	ENSBDJG00000005395			LOC105339998	LOC105339998		uncharacterized LOC105339998	protein-coding	
105340000	ENSBDJG00000004381	A0A8W8LQ40	A0A8W8LQ40	LOC105340000	LOC105340000		protein bicaudal D homolog 2	protein-coding	
105340002	ENSBDJG00000020569			LOC105340002	LOC105340002		uncharacterized LOC105340002	protein-coding	
105340003				LOC105340003	LOC105340003		uncharacterized LOC105340003	protein-coding	
105340004	ENSBDJG00000021318			LOC105340004	LOC105340004		tetratricopeptide repeat protein 17	protein-coding	
105340006	ENSBDJG00000020470			LOC105340006	LOC105340006		protein saal1	protein-coding	
105340008				LOC105340008	LOC105340008		glycoprotein 3-alpha-L-fucosyltransferase A	protein-coding	
105340010	ENSBDJG00000014405			LOC105340010	LOC105340010		uncharacterized LOC105340010	protein-coding	
105340014	ENSBDJG00000020094			LOC105340014	LOC105340014		IgGFc-binding protein	protein-coding	
105340018		A0A8W8N1M3	A0A8W8N1M3	LOC105340018	LOC105340018		homeobox protein Hox-A7	protein-coding	
105340019				LOC105340019	LOC105340019		uncharacterized LOC105340019	ncRNA	
105340020				LOC105340020	LOC105340020		uncharacterized LOC105340020	ncRNA	
105340021	ENSBDJG00000020234			LOC105340021	LOC105340021		homeobox protein Hox-B7	protein-coding	
105340023	ENSBDJG00000014208			LOC105340023	LOC105340023		large ribosomal subunit protein mL51	protein-coding	
105340024	ENSBDJG00000015647			LOC105340024	LOC105340024		polyamine-transporting ATPase 13A3	protein-coding	
105340025				LOC105340025	LOC105340025		uncharacterized LOC105340025	ncRNA	
105340026				LOC105340026	LOC105340026		zinc finger protein 729	protein-coding	
105340027	ENSBDJG00000014608			LOC105340027	LOC105340027		sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)	protein-coding	
105340029	ENSBDJG00000017043			LOC105340029	LOC105340029		uncharacterized LOC105340029	protein-coding	
105340031				LOC105340031	LOC105340031		acetylcholine receptor subunit alpha-1-B	protein-coding	
105340032	ENSBDJG00000020286			LOC105340032	LOC105340032	Rps8	small ribosomal subunit protein eS8	protein-coding	
105340033	ENSBDJG00000011582			LOC105340033	LOC105340033		uncharacterized LOC105340033	protein-coding	
105340035	ENSBDJG00000015588			LOC105340035	LOC105340035		BLOC-1-related complex subunit 5	protein-coding	
105340036	ENSBDJG00000017750			LOC105340036	LOC105340036		alpha-ketoglutarate-dependent dioxygenase alkB homolog 3	protein-coding	
105340037				LOC105340037	LOC105340037		tripartite motif-containing protein 2	protein-coding	
105340039	ENSBDJG00000018242			LOC105340039	LOC105340039		nuclear pore complex protein Nup205	protein-coding	
105340040	ENSBDJG00000017568			LOC105340040	LOC105340040		ectonucleotide pyrophosphatase/phosphodiesterase family member 5	protein-coding	
105340042	ENSBDJG00000023076			LOC105340042	LOC105340042		uncharacterized LOC105340042	protein-coding	
105340044	ENSBDJG00000020126			LOC105340044	LOC105340044		phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	protein-coding	
105340045	ENSBDJG00000022429			LOC105340045	LOC105340045		Bardet-Biedl syndrome 2 protein homolog	protein-coding	
105340047				LOC105340047	LOC105340047		killer cell lectin-like receptor subfamily F member 2	protein-coding	
105340048				LOC105340048	LOC105340048		uncharacterized LOC105340048	protein-coding	
105340049	ENSBDJG00000010996			LOC105340049	LOC105340049		lysosomal thioesterase PPT2-A	protein-coding	
105340050				LOC105340050	LOC105340050		uncharacterized abhydrolase domain-containing protein DDB_G0269086	protein-coding	
105340052	ENSBDJG00000007715	A0A8W8I2J5	A0A8W8I2J5	LOC105340052	LOC105340052		protein JTB	protein-coding	
105340053	ENSBDJG00000010090			LOC105340053	LOC105340053		cytochrome c oxidase subunit 5A, mitochondrial	protein-coding	
105340054				LOC105340054	LOC105340054		uncharacterized LOC105340054	protein-coding	
105340055				LOC105340055	LOC105340055		uncharacterized LOC105340055	protein-coding	
105340058	ENSBDJG00000015048	A0A8W8KCU8	A0A8W8KCU8	LOC105340058	LOC105340058		mediator of RNA polymerase II transcription subunit 21	protein-coding	
105340059	ENSBDJG00000012605	A0A8W8KCV2	A0A8W8KCV2	LOC105340059	LOC105340059		clathrin heavy chain 1	protein-coding	
105340060	ENSBDJG00000016904			LOC105340060	LOC105340060		uncharacterized LOC105340060	protein-coding	
105340061	ENSBDJG00000013551	A0A8W8KCV7	A0A8W8KCV7	LOC105340061	LOC105340061		somatomedin-B and thrombospondin type-1 domain-containing protein	protein-coding	
105340062	ENSBDJG00000014414			LOC105340062	LOC105340062		mediator of RNA polymerase II transcription subunit 15	protein-coding	
105340063	ENSBDJG00000006046			LOC105340063	LOC105340063		aldose reductase-related protein 2	protein-coding	
105340064	ENSBDJG00000011063			LOC105340064	LOC105340064		lysosomal thioesterase PPT2-A	protein-coding	
105340065				LOC105340065	LOC105340065		aldose reductase-related protein 2	protein-coding	
105340066		B5TRS0	B5TRS0	LOC105340066	Btg1		B-cell translocation gene 1, anti-proliferative	protein-coding	
105340067	ENSBDJG00000006182			LOC105340067	LOC105340067		inositol-pentakisphosphate 2-kinase	protein-coding	
105340068	ENSBDJG00000006006			LOC105340068	LOC105340068		tripartite motif-containing protein 2	protein-coding	
105340069				LOC105340069	LOC105340069		circumsporozoite protein	protein-coding	
105340070	ENSBDJG00000008353			LOC105340070	LOC105340070		aldose reductase-related protein 2	protein-coding	
105340073	ENSBDJG00000002380			LOC105340073	LOC105340073		uncharacterized LOC105340073	protein-coding	
105340074				LOC105340074	LOC105340074		medium-chain acyl-CoA ligase ACSF2, mitochondrial	protein-coding	
105340078				LOC105340078	LOC105340078		uncharacterized LOC105340078	protein-coding	
105340081				LOC105340081	LOC105340081		uncharacterized LOC105340081	ncRNA	
105340082	ENSBDJG00000000583			LOC105340082	LOC105340082		uncharacterized LOC105340082	protein-coding	
105340083	ENSBDJG00000000160			LOC105340083	LOC105340083		nucleolar protein 4	protein-coding	
105340084	ENSBDJG00000002452			LOC105340084	LOC105340084		protein THEMIS	protein-coding	
105340087	ENSBDJG00000005229			LOC105340087	LOC105340087		protein rolling stone	protein-coding	
105340088	ENSBDJG00000003857			LOC105340088	LOC105340088		uncharacterized LOC105340088	protein-coding	
105340089		A0A8W8LJS1	A0A8W8LJS1	LOC105340089	LOC105340089		uncharacterized LOC105340089	protein-coding	
105340090	ENSBDJG00000003911			LOC105340090	LOC105340090		protein Hook homolog 3	protein-coding	
105340091	ENSBDJG00000003927			LOC105340091	LOC105340091		E3 ubiquitin-protein ligase RNF170	protein-coding	
105340092				LOC105340092	LOC105340092		teratocarcinoma-derived growth factor	protein-coding	
105340093	ENSBDJG00000003211			LOC105340093	LOC105340093		ciliogenesis and planar polarity effector 1	protein-coding	
105340096				LOC105340096	LOC105340096		3'-5' exoribonuclease HELZ2	protein-coding	
105340099				LOC105340099	LOC105340099		uncharacterized LOC105340099	protein-coding	
105340100	ENSBDJG00000009474			LOC105340100	LOC105340100		AP-4 complex subunit sigma-1	protein-coding	
105340102				LOC105340102	LOC105340102		uncharacterized LOC105340102	protein-coding	
105340104	ENSBDJG00000009638			LOC105340104	LOC105340104		NFX1-type zinc finger-containing protein 1	protein-coding	
105340105	ENSBDJG00000008763			LOC105340105	LOC105340105		uncharacterized LOC105340105	protein-coding	
105340106	ENSBDJG00000009424			LOC105340106	LOC105340106		NAD-dependent protein deacylase sirtuin-6	protein-coding	
105340107	ENSBDJG00000009735			LOC105340107	LOC105340107		putative amine oxidase [copper-containing]	protein-coding	
105340108		A0A8W8I9P1	A0A8W8I9P1	LOC105340108	LOC105340108		calmodulin	protein-coding	
105340109	ENSBDJG00000009394			LOC105340109	LOC105340109		peptidyl-prolyl cis-trans isomerase B	protein-coding	
105340110				LOC105340110	LOC105340110		probable G-protein coupled receptor 139	protein-coding	
105340111	ENSBDJG00000007227			LOC105340111	LOC105340111		GON-4-like protein	protein-coding	
105340112	ENSBDJG00000011127			LOC105340112	LOC105340112		uncharacterized LOC105340112	protein-coding	
105340113	ENSBDJG00000008288			LOC105340113	LOC105340113		neuroendocrine convertase 2	protein-coding	
105340114				LOC105340114	LOC105340114		annexin A6	protein-coding	
105340115				LOC105340115	LOC105340115		uncharacterized LOC105340115	protein-coding	
105340116				LOC105340116	LOC105340116		sodium/calcium exchanger 1	protein-coding	
105340117	ENSBDJG00000022851	A0A8W8NAP8	A0A8W8NAP8;A0A8W8NDH7;A0A8W8NHX3	LOC105340117	LOC105340117		serine/threonine-protein kinase 3	protein-coding	
105340118				LOC105340118	LOC105340118		uncharacterized LOC105340118	protein-coding	
105340119				LOC105340119	LOC105340119		uncharacterized LOC105340119	protein-coding	
105340120				LOC105340120	LOC105340120		micronuclear linker histone polyprotein	protein-coding	
105340121	ENSBDJG00000011822			LOC105340121	LOC105340121		porphobilinogen deaminase	protein-coding	
105340122	ENSBDJG00000011959			LOC105340122	LOC105340122		enolase-phosphatase E1	protein-coding	
105340123	ENSBDJG00000011215			LOC105340123	LOC105340123		peptidyl-glycine alpha-amidating monooxygenase A	protein-coding	
105340124				LOC105340124	LOC105340124		chitin deacetylase 7	protein-coding	
105340125				LOC105340125	LOC105340125		uncharacterized LOC105340125	protein-coding	
105340127				LOC105340127	LOC105340127		uncharacterized LOC105340127	protein-coding	
105340128	ENSBDJG00000008531			LOC105340128	LOC105340128		centrosomal protein of 170 kDa protein B	protein-coding	
105340129	ENSBDJG00000009454			LOC105340129	LOC105340129		allatotropins	protein-coding	
105340130	ENSBDJG00000008731			LOC105340130	LOC105340130		serologically defined colon cancer antigen 8 homolog	protein-coding	
105340131	ENSBDJG00000008354			LOC105340131	LOC105340131		apoptosis regulatory protein Siva	protein-coding	
105340132	ENSBDJG00000008716			LOC105340132	LOC105340132		RNA-binding protein PNO1	protein-coding	
105340133	ENSBDJG00000010569			LOC105340133	LOC105340133		KICSTOR complex protein kaptin	protein-coding	
105340134	ENSBDJG00000003986			LOC105340134	LOC105340134		deoxynucleoside kinase	protein-coding	
105340136	ENSBDJG00000002261			LOC105340136	LOC105340136		protein FAM227A	protein-coding	
105340137	ENSBDJG00000007593			LOC105340137	LOC105340137		centrosomal protein of 95 kDa	protein-coding	
105340138	ENSBDJG00000005024			LOC105340138	LOC105340138		uncharacterized LOC105340138	protein-coding	
105340141				LOC105340141	LOC105340141		uncharacterized LOC105340141	protein-coding	
105340146	ENSBDJG00000003603			LOC105340146	LOC105340146		3'-5' exoribonuclease HELZ2	protein-coding	
105340156	ENSBDJG00000012336			LOC105340156	LOC105340156		protein Aster-B	protein-coding	
105340159				LOC105340159	LOC105340159		uncharacterized LOC105340159	protein-coding	
105340162		A0A8W8LVQ9	A0A8W8LVQ9;A0A8W8LZH2	LOC105340162	LOC105340162		uncharacterized LOC105340162	protein-coding	
105340163				LOC105340163	LOC105340163		uncharacterized LOC105340163	ncRNA	
105340164				LOC105340164	LOC105340164		uncharacterized LOC105340164	ncRNA	
105340166				LOC105340166	LOC105340166		uncharacterized LOC105340166	protein-coding	
105340169	ENSBDJG00000010578			LOC105340169	LOC105340169		anaphase-promoting complex subunit 15	protein-coding	
105340170	ENSBDJG00000006037			LOC105340170	LOC105340170		stabilin-2	protein-coding	
105340171	ENSBDJG00000006282			LOC105340171	LOC105340171		uncharacterized LOC105340171	protein-coding	
105340172	ENSBDJG00000004912	A0A8W8LZE2	A0A8W8LZE2	LOC105340172	LOC105340172		leucine-rich melanocyte differentiation-associated protein	protein-coding	
105340173	ENSBDJG00000007838	A0A8W8LYA2	A0A8W8LYA2	LOC105340173	LOC105340173		probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	protein-coding	
105340174	ENSBDJG00000006500	A0A8W8LY99	A0A8W8LY99	LOC105340174	LOC105340174		ankyrin repeat, SAM and basic leucine zipper domain-containing protein 1	protein-coding	
105340175	ENSBDJG00000007454	A0A8W8LXN5	A0A8W8LXN5;A0A8W8M2P4	LOC105340175	LOC105340175		protein Wnt-2b-A	protein-coding	
105340176	ENSBDJG00000012437			LOC105340176	LOC105340176		integrator complex subunit 10	protein-coding	
105340177	ENSBDJG00000007437	A0A8W8LXM5	A0A8W8LXM5;A0A8W8LY89;A0A8W8LZC5	LOC105340177	LOC105340177		suppressor of tumorigenicity 7 protein homolog	protein-coding	
105340178	ENSBDJG00000007168	A0A8W8LZB7	A0A8W8LZB7	LOC105340178	LOC105340178		germinal-center associated nuclear protein	protein-coding	
105340179				LOC105340179	LOC105340179		uncharacterized LOC105340179	protein-coding	
105340182				LOC105340182	LOC105340182		multiple epidermal growth factor-like domains protein 11	protein-coding	
105340184	ENSBDJG00000007634			LOC105340184	LOC105340184		uncharacterized LOC105340184	protein-coding	
105340187				LOC105340187	LOC105340187		myogenesis-regulating glycosidase	protein-coding	
105340188	ENSBDJG00000014952			LOC105340188	LOC105340188		methylenetetrahydrofolate reductase (NADPH)	protein-coding	
105340189	ENSBDJG00000013485			LOC105340189	LOC105340189		cyclin N-terminal domain-containing protein 1	protein-coding	
105340190	ENSBDJG00000015561	A0A8W8K7E5	A0A8W8K7E5	LOC105340190	LOC105340190		uncharacterized LOC105340190	protein-coding	
105340191	ENSBDJG00000013600	A0A8W8K4P9	A0A8W8K4P9	LOC105340191	LOC105340191		signal peptidase complex subunit 1	protein-coding	
105340192	ENSBDJG00000016970			LOC105340192	LOC105340192		5'-3' exoribonuclease 1	protein-coding	
105340193	ENSBDJG00000014355			LOC105340193	LOC105340193		coiled-coil domain-containing protein 150	protein-coding	
105340195				LOC105340195	LOC105340195		uncharacterized LOC105340195	ncRNA	
105340196				LOC105340196	LOC105340196		uncharacterized LOC105340196	protein-coding	
105340197				LOC105340197	LOC105340197		uncharacterized LOC105340197	protein-coding	
105340198	ENSBDJG00000015998			LOC105340198	LOC105340198		chloride intracellular channel protein 4	protein-coding	
